#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome B","NC_006068.1",1819275,1819727,"+",2907440,,"YALI0_B13508g","XP_500843.1",150,"YALI0B13508p"
"chromosome B","NC_006068.1",1820123,1821541,"-",2907401,,"YALI0_B13530g","XP_500844.1",472,"YALI0B13530p"
"chromosome B","NC_006068.1",1823731,1825221,"+",2907402,,"YALI0_B13552g","XP_500845.1",496,"YALI0B13552p"
"chromosome B","NC_006068.1",1827223,1829373,"-",2907309,,"YALI0_B13618g","XP_500846.1",716,"YALI0B13618p"
"chromosome B","NC_006068.1",1834328,1836085,"-",2907295,,"YALI0_B13640g","XP_500847.1",585,"YALI0B13640p"
"chromosome B","NC_006068.1",1841546,1842340,"+",2907310,,"YALI0_B13662g","XP_500848.1",264,"YALI0B13662p"
"chromosome B","NC_006068.1",1842731,1842997,"-",2907311,,"YALI0_B13684g","XP_500849.1",88,"YALI0B13684p"
"chromosome B","NC_006068.1",1843206,1844774,"+",2907305,,"YALI0_B13706g","XP_500850.1",522,"YALI0B13706p"
"chromosome B","NC_006068.1",1846093,1847112,"+",2907086,,"YALI0_B13728g","XP_500851.1",339,"YALI0B13728p"
"chromosome B","NC_006068.1",1847289,1848518,"-",2907087,,"YALI0_B13750g","XP_500852.1",409,"YALI0B13750p"
"chromosome B","NC_006068.1",1849025,1849327,"+",2907088,,"YALI0_B13772g","XP_500853.1",100,"YALI0B13772p"
"chromosome B","NC_006068.1",1850233,1851612,"-",2907056,,"YALI0_B13794g","XP_500854.1",459,"YALI0B13794p"
"chromosome B","NC_006068.1",1853647,1855206,"+",2907635,,"YALI0_B13816g","XP_500855.1",519,"YALI0B13816p"
"chromosome B","NC_006068.1",1857153,1858748,"+",2907636,,"YALI0_B13838g","XP_500856.1",531,"YALI0B13838p"
"chromosome B","NC_006068.1",1859342,1859683,"+",2907057,,"YALI0_B13860g","XP_500857.1",113,"YALI0B13860p"
"chromosome B","NC_006068.1",1860258,1860884,"-",2907016,,"YALI0_B13882g","XP_500858.1",208,"YALI0B13882p"
"chromosome B","NC_006068.1",1862286,1868023,"-",2907017,,"YALI0_B13904g","XP_500859.1",1896,"YALI0B13904p"
"chromosome B","NC_006068.1",1868483,1869205,"+",2907018,,"YALI0_B13926g","XP_500860.1",240,"YALI0B13926p"
"chromosome B","NC_006068.1",1869333,1869692,"-",2907008,,"YALI0_B13948g","XP_500861.2",119,"YALI0B13948p"
"chromosome B","NC_006068.1",1870546,1872384,"-",2907009,,"YALI0_B13970g","XP_500862.1",612,"YALI0B13970p"
"chromosome B","NC_006068.1",1876057,1877754,"+",2906989,,"YALI0_B13992g","XP_500863.1",565,"YALI0B13992p"
"chromosome B","NC_006068.1",1879706,1881535,"+",2906990,,"YALI0_B14014g","XP_500864.1",609,"YALI0B14014p"
"chromosome B","NC_006068.1",1882550,1883173,"-",2906991,,"YALI0_B14036g","XP_500865.1",207,"YALI0B14036p"
"chromosome B","NC_006068.1",1883760,1884088,"+",2906954,,"YALI0_B14058g","XP_500866.1",85,"YALI0B14058p"
"chromosome B","NC_006068.1",1884531,1885613,"-",2906955,,"YALI0_B14080g","XP_500867.1",360,"YALI0B14080p"
"chromosome B","NC_006068.1",1887044,1889557,"+",2907029,,"YALI0_B14102g","XP_500868.1",837,"YALI0B14102p"
"chromosome B","NC_006068.1",1889738,1891177,"-",2907030,,"YALI0_B14124g","XP_500869.1",479,"YALI0B14124p"
"chromosome B","NC_006068.1",1892232,1893176,"-",2907031,,"YALI0_B14146g","XP_500870.1",314,"60S acidic ribosomal protein P0"
"chromosome B","NC_006068.1",1893956,1895194,"-",2907571,,"YALI0_B14179g","XP_500872.1",412,"YALI0B14179p"
"chromosome B","NC_006068.1",1896598,1898340,"+",2906805,,"YALI0_B14201g","XP_500873.1",580,"YALI0B14201p"
"chromosome B","NC_006068.1",1898865,1899869,"+",2906806,,"YALI0_B14223g","XP_500874.1",334,"YALI0B14223p"
"chromosome B","NC_006068.1",1900088,1902313,"-",2906807,,"YALI0_B14245g","XP_500875.1",741,"YALI0B14245p"
"chromosome B","NC_006068.1",1902875,1903905,"-",2906802,,"YALI0_B14267g","XP_500876.1",249,"YALI0B14267p"
"chromosome B","NC_006068.1",1904414,1907023,"-",2906803,,"YALI0_B14289g","XP_500877.1",869,"YALI0B14289p"
"chromosome B","NC_006068.1",1907843,1908343,"+",2906650,,"YALI0_B14311g","XP_500878.1",166,"YALI0B14311p"
"chromosome B","NC_006068.1",1908402,1911113,"-",2906651,,"YALI0_B14333g","XP_500879.1",903,"YALI0B14333p"
"chromosome B","NC_006068.1",1911597,1912655,"-",2906652,,"YALI0_B14355g","XP_500880.1",352,"YALI0B14355p"
"chromosome B","NC_006068.1",1915528,1917009,"+",2906839,,"YALI0_B14377g","XP_500881.1",276,"YALI0B14377p"
"chromosome B","NC_006068.1",1917980,1918879,"+",2906840,,"YALI0_B14399g","XP_500882.1",299,"YALI0B14399p"
"chromosome B","NC_006068.1",1919087,1919464,"-",2906735,,"YALI0_B14421g","XP_500883.2",125,"YALI0B14421p"
"chromosome B","NC_006068.1",1920041,1922476,"+",2906736,,"YALI0_B14443g","XP_500884.1",811,"YALI0B14443p"
"chromosome B","NC_006068.1",1922748,1924625,"-",2906737,,"YALI0_B14465g","XP_500885.1",625,"YALI0B14465p"
"chromosome B","NC_006068.1",1925643,1926914,"-",2907638,,"YALI0_B14487g","XP_500886.1",423,"YALI0B14487p"
"chromosome B","NC_006068.1",1929305,1930711,"-",2907639,,"YALI0_B14509g","XP_500887.1",386,"YALI0B14509p"
"chromosome B","NC_006068.1",1932341,1933177,"-",2907435,,"YALI0_B14531g","XP_500888.1",278,"YALI0B14531p"
"chromosome B","NC_006068.1",1934488,1936593,"+",2907436,,"YALI0_B14553g","XP_500889.1",701,"YALI0B14553p"
"chromosome B","NC_006068.1",1937109,1937765,"-",2907622,,"YALI0_B14575g","XP_500890.1",218,"YALI0B14575p"
"chromosome B","NC_006068.1",1938611,1942960,"-",2907261,,"YALI0_B14597g","XP_500891.1",1449,"YALI0B14597p"
"chromosome B","NC_006068.1",1944241,1946418,"+",2907262,,"YALI0_B14619g","XP_500892.1",725,"YALI0B14619p"
"chromosome B","NC_006068.1",1947483,1950592,"-",2907263,,"YALI0_B14641g","XP_500893.2",970,"YALI0B14641p"
"chromosome B","NC_006068.1",1950967,1951621,"-",2907226,,"YALI0_B14663g","XP_500894.1",185,"YALI0B14663p"
"chromosome B","NC_006068.1",1952484,1954805,"-",2907227,,"YALI0_B14685g","XP_500895.1",773,"YALI0B14685p"
"chromosome B","NC_006068.1",1955515,1956093,"-",2907218,,"YALI0_B14707g","XP_500896.1",192,"YALI0B14707p"
"chromosome B","NC_006068.1",1957298,1958122,"+",2907219,,"YALI0_B14729g","XP_500897.2",254,"YALI0B14729p"
"chromosome B","NC_006068.1",1958211,1961282,"-",2907220,,"YALI0_B14751g","XP_500898.1",1023,"YALI0B14751p"
"chromosome B","NC_006068.1",1961480,1963875,"+",2907120,,"YALI0_B14773g","XP_500899.2",527,"YALI0B14773p"
"chromosome B","NC_006068.1",1964918,1965415,"-",2907121,,"YALI0_B14795g","XP_500900.1",165,"YALI0B14795p"
"chromosome B","NC_006068.1",1968211,1970955,"-",2907348,,"YALI0_B14817g","XP_500901.1",914,"YALI0B14817p"
"chromosome B","NC_006068.1",1971539,1972933,"+",2907349,,"YALI0_B14839g","XP_500902.1",464,"YALI0B14839p"
"chromosome B","NC_006068.1",1973207,1973981,"+",2907350,,"YALI0_B14861g","XP_500903.1",161,"YALI0B14861p"
"chromosome B","NC_006068.1",1974509,1978085,"+",2907346,,"YALI0_B14883g","XP_500904.1",1170,"YALI0B14883p"
"chromosome B","NC_006068.1",1978245,1979213,"-",2907347,,"YALI0_B14905g","XP_500905.1",322,"YALI0B14905p"
"chromosome B","NC_006068.1",1980071,1981006,"+",2907343,,"YALI0_B14927g","XP_500906.1",311,"YALI0B14927p"
"chromosome B","NC_006068.1",1982670,1987653,"+",2907344,,"YALI0_B14949g","XP_500907.2",1641,"YALI0B14949p"
"chromosome B","NC_006068.1",1989308,1993297,"+",2907345,,"YALI0_B14971g","XP_500908.1",1329,"YALI0B14971p"
"chromosome B","NC_006068.1",1993755,1994636,"+",2907341,,"YALI0_B14993g","XP_500909.1",293,"YALI0B14993p"
"chromosome B","NC_006068.1",1995078,1997168,"-",2907342,,"YALI0_B15015g","XP_500910.1",696,"YALI0B15015p"
"chromosome B","NC_006068.1",1998482,1999849,"-",2907338,,"YALI0_B15037g","XP_500911.1",455,"YALI0B15037p"
"chromosome B","NC_006068.1",2000641,2006977,"-",2907339,,"YALI0_B15059g","XP_500912.1",2086,"YALI0B15059p"
"chromosome B","NC_006068.1",2010478,2011287,"+",2907340,,"YALI0_B15081g","XP_500913.1",269,"YALI0B15081p"
"chromosome B","NC_006068.1",2012201,2012840,"+",2907336,,"YALI0_B15103g","XP_500914.2",172,"60S ribosomal protein L11"
"chromosome B","NC_006068.1",2015063,2015653,"-",2907337,,"YALI0_B15125g","XP_500915.1",196,"YALI0B15125p"
"chromosome B","NC_006068.1",2018722,2020839,"+",2907333,,"YALI0_B15147g","XP_500917.1",705,"YALI0B15147p"
"chromosome B","NC_006068.1",2023367,2025282,"+",2907335,,"YALI0_B15180g","XP_500918.1",530,"YALI0B15180p"
"chromosome B","NC_006068.1",2025929,2026768,"-",2907331,,"YALI0_B15202g","XP_500919.1",279,"YALI0B15202p"
"chromosome B","NC_006068.1",2027729,2028589,"+",2907332,,"YALI0_B15224g","XP_500920.1",286,"YALI0B15224p"
"chromosome B","NC_006068.1",2028813,2031854,"-",2907328,,"YALI0_B15246g","XP_500921.1",1013,"YALI0B15246p"
"chromosome B","NC_006068.1",2033246,2034154,"+",2907329,,"YALI0_B15268g","XP_500922.1",302,"YALI0B15268p"
"chromosome B","NC_006068.1",2034378,2035457,"-",2907330,,"YALI0_B15290g","XP_500923.1",359,"YALI0B15290p"
"chromosome B","NC_006068.1",2037830,2039470,"+",2907322,,"YALI0_B15304g","XP_500924.1",546,"YALI0B15304p"
"chromosome B","NC_006068.1",2039713,2041287,"-",2907323,,"YALI0_B15312g","XP_500925.1",524,"YALI0B15312p"
"chromosome B","NC_006068.1",2041802,2042563,"+",2907319,,"YALI0_B15334g","XP_500926.1",253,"YALI0B15334p"
"chromosome B","NC_006068.1",2042948,2044309,"+",2907320,,"YALI0_B15356g","XP_500927.1",453,"YALI0B15356p"
"chromosome B","NC_006068.1",2044423,2046642,"-",2907321,,"YALI0_B15378g","XP_500928.1",739,"YALI0B15378p"
"chromosome B","NC_006068.1",2046816,2048708,"+",2907594,,"YALI0_B15400g","XP_500929.1",630,"YALI0B15400p"
"chromosome B","NC_006068.1",2048886,2050058,"-",2907354,,"YALI0_B15422g","XP_500930.1",390,"YALI0B15422p"
"chromosome B","NC_006068.1",2051360,2052469,"+",2907616,,"YALI0_B15444g","XP_500931.1",369,"YALI0B15444p"
"chromosome B","NC_006068.1",2052932,2054368,"-",2907355,,"YALI0_B15466g","XP_500932.1",478,"YALI0B15466p"
"chromosome B","NC_006068.1",2054797,2056179,"-",2907356,,"YALI0_B15488g","XP_500933.1",460,"YALI0B15488p"
"chromosome B","NC_006068.1",2060276,2061823,"+",2907011,,"YALI0_B15510g","XP_500934.1",515,"YALI0B15510p"
"chromosome B","NC_006068.1",2062374,2062625,"+",2907012,,"YALI0_B15532g","XP_500935.1",83,"YALI0B15532p"
"chromosome B","NC_006068.1",2063147,2063383,"+",2906911,,"YALI0_B15554g","XP_500936.1",78,"YALI0B15554p"
"chromosome B","NC_006068.1",2064059,2066896,"+",2906912,,"YALI0_B15576g","XP_500937.1",945,"YALI0B15576p"
"chromosome B","NC_006068.1",2068719,2070920,"+",2906913,,"YALI0_B15598g","XP_500938.1",489,"YALI0B15598p"
"chromosome B","NC_006068.1",2071219,2071803,"-",2906966,,"YALI0_B15620g","XP_500939.1",194,"YALI0B15620p"
"chromosome B","NC_006068.1",2072370,2074565,"-",2906967,,"YALI0_B15642g","XP_500940.1",731,"YALI0B15642p"
"chromosome B","NC_006068.1",2075142,2076969,"+",2906959,,"YALI0_B15664g","XP_500941.1",591,"YALI0B15664p"
"chromosome B","NC_006068.1",2077247,2080231,"-",2906960,,"YALI0_B15686g","XP_500942.1",994,"YALI0B15686p"
"chromosome B","NC_006068.1",2081420,2083465,"+",2906937,,"YALI0_B15708g","XP_500943.1",681,"YALI0B15708p"
"chromosome B","NC_006068.1",2085061,2092445,"+",2906938,,"YALI0_B15722g","XP_002143016.1",2429,"YALI0B15722p"
"chromosome B","NC_006068.1",2094139,2094907,"+",2906940,,"YALI0_B15752g","XP_500944.2",191,"YALI0B15752p"
"chromosome B","NC_006068.1",2095443,2097177,"+",2906924,,"YALI0_B15774g","XP_500945.2",558,"YALI0B15774p"
"chromosome B","NC_006068.1",2100172,2102220,"+",2907037,,"YALI0_B15818g","XP_500947.1",682,"YALI0B15818p"
"chromosome B","NC_006068.1",2102696,2103673,"+",2907038,,"YALI0_B15840g","XP_500948.1",325,"YALI0B15840p"
"chromosome B","NC_006068.1",2103833,2105863,"-",2907039,,"YALI0_B15862g","XP_500949.1",676,"YALI0B15862p"
"chromosome B","NC_006068.1",2106001,2107104,"+",2907025,,"YALI0_B15884g","XP_500950.1",367,"YALI0B15884p"
"chromosome B","NC_006068.1",2107255,2109435,"-",2907026,,"YALI0_B15906g","XP_500951.1",726,"YALI0B15906p"
"chromosome B","NC_006068.1",2112905,2114434,"-",2906822,,"YALI0_B15950g","XP_500952.1",509,"YALI0B15950p"
"chromosome B","NC_006068.1",2115957,2118458,"+",2906823,,"YALI0_B15972g","XP_500953.1",833,"YALI0B15972p"
"chromosome B","NC_006068.1",2118601,2119332,"-",2906791,,"YALI0_B15994g","XP_500954.1",243,"YALI0B15994p"
"chromosome B","NC_006068.1",2120265,2121656,"-",2906792,,"YALI0_B16016g","XP_500955.1",463,"YALI0B16016p"
"chromosome B","NC_006068.1",2122929,2124278,"+",2906793,,"YALI0_B16038g","XP_500956.1",449,"YALI0B16038p"
"chromosome B","NC_006068.1",2124473,2125438,"-",2906783,,"YALI0_B16060g","XP_500957.1",321,"YALI0B16060p"
"chromosome B","NC_006068.1",2126276,2126647,"-",2906784,,"YALI0_B16082g","XP_500958.1",123,"YALI0B16082p"
"chromosome B","NC_006068.1",2127931,2129514,"-",2906785,,"YALI0_B16104g","XP_500959.1",527,"YALI0B16104p"
"chromosome B","NC_006068.1",2131319,2132311,"+",2906630,,"YALI0_B16126g","XP_500960.1",330,"YALI0B16126p"
"chromosome B","NC_006068.1",2132503,2132868,"-",2906631,,"YALI0_B16148g","XP_500961.2",121,"YALI0B16148p"
"chromosome B","NC_006068.1",2133843,2135006,"+",2906627,,"YALI0_B16170g","XP_500962.1",387,"YALI0B16170p"
"chromosome B","NC_006068.1",2135895,2136731,"+",2906628,,"YALI0_B16192g","XP_500963.1",278,"YALI0B16192p"
"chromosome B","NC_006068.1",2136845,2137939,"-",2906629,,"YALI0_B16214g","XP_500964.1",364,"YALI0B16214p"
"chromosome B","NC_006068.1",2139673,2141916,"-",2906836,,"YALI0_B16236g","XP_500965.1",747,"YALI0B16236p"
"chromosome B","NC_006068.1",2143241,2146750,"+",2906837,,"YALI0_B16258g","XP_500966.1",1169,"YALI0B16258p"
"chromosome B","NC_006068.1",2146918,2147683,"-",2907544,,"YALI0_B16280g","XP_500967.2",214,"YALI0B16280p"
"chromosome B","NC_006068.1",2148064,2149965,"-",2907545,,"YALI0_B16302g","XP_500968.1",633,"YALI0B16302p"
"chromosome B","NC_006068.1",2150792,2153752,"-",2907503,,"YALI0_B16324g","XP_500969.1",986,"YALI0B16324p"
"chromosome B","NC_006068.1",2154746,2156032,"+",2907515,,"YALI0_B16368g","XP_500970.1",428,"YALI0B16368p"
"chromosome B","NC_006068.1",2156213,2158039,"-",2907516,,"YALI0_B16390g","XP_500971.1",608,"YALI0B16390p"
"chromosome B","NC_006068.1",2158801,2160537,"-",2907517,,"YALI0_B16412g","XP_500972.1",578,"YALI0B16412p"
"chromosome B","NC_006068.1",2162577,2164817,"-",2907461,,"YALI0_B16434g","XP_500973.1",746,"YALI0B16434p"
"chromosome B","NC_006068.1",2165653,2166624,"+",2907462,,"YALI0_B16456g","XP_500974.1",323,"YALI0B16456p"
"chromosome B","NC_006068.1",2167609,2169090,"-",2907463,,"YALI0_B16478g","XP_500975.1",493,"YALI0B16478p"
"chromosome B","NC_006068.1",2171818,2173368,"+",2907445,,"YALI0_B16500g","XP_500976.1",516,"YALI0B16500p"
"chromosome B","NC_006068.1",2176308,2178041,"+",2907446,,"YALI0_B16522g","XP_500977.1",577,"YALI0B16522p"
"chromosome B","NC_006068.1",2178700,2181465,"+",2907385,,"YALI0_B16544g","XP_500978.1",921,"YALI0B16544p"
"chromosome B","NC_006068.1",2181861,2182774,"+",2907386,,"YALI0_B16566g","XP_500979.1",242,"YALI0B16566p"
"chromosome B","NC_006068.1",2182923,2184269,"-",2907364,,"YALI0_B16588g","XP_500980.1",448,"YALI0B16588p"
"chromosome B","NC_006068.1",2185281,2186240,"+",2907365,,"YALI0_B16610g","XP_500981.1",319,"YALI0B16610p"
"chromosome B","NC_006068.1",2189993,2193274,"+",2907366,,"YALI0_B16632g","XP_500982.1",1093,"YALI0B16632p"
"chromosome B","NC_006068.1",2193840,2195072,"+",2907266,,"YALI0_B16654g","XP_500983.1",410,"YALI0B16654p"
"chromosome B","NC_006068.1",2196210,2198651,"+",2907267,,"YALI0_B16676g","XP_500984.1",813,"YALI0B16676p"
"chromosome B","NC_006068.1",2198890,2199807,"-",2907268,,"YALI0_B16698g","XP_500985.1",305,"YALI0B16698p"
"chromosome B","NC_006068.1",2200244,2201218,"-",2907153,,"YALI0_B16720g","XP_500986.1",324,"YALI0B16720p"
"chromosome B","NC_006068.1",2202238,2203020,"+",2907154,,"YALI0_B16742g","XP_500987.1",260,"YALI0B16742p"
"chromosome B","NC_006068.1",2203414,2204121,"-",2907137,,"YALI0_B16764g","XP_500988.1",235,"YALI0B16764p"
"chromosome B","NC_006068.1",2204537,2205046,"+",2907138,,"YALI0_B16786g","XP_500989.1",169,"YALI0B16786p"
"chromosome B","NC_006068.1",2207944,2210145,"+",2907139,,"YALI0_B16808g","XP_500990.1",733,"YALI0B16808p"
"chromosome B","NC_006068.1",2211023,2215049,"+",2907135,,"YALI0_B16822g","XP_500991.1",1137,"YALI0B16822p"
"chromosome B","NC_006068.1",2215978,2216916,"+",2907136,,"YALI0_B16852g","XP_500992.1",312,"YALI0B16852p"
"chromosome B","NC_006068.1",2219098,2221197,"+",2907090,,"YALI0_B16874g","XP_500993.1",699,"YALI0B16874p"
"chromosome B","NC_006068.1",2221677,2223938,"-",2907091,,"YALI0_B16896g","XP_500994.1",753,"YALI0B16896p"
"chromosome B","NC_006068.1",2224533,2227448,"+",2907092,,"YALI0_B16918g","XP_500995.1",952,"YALI0B16918p"
"chromosome B","NC_006068.1",2227705,2228019,"-",2907066,,"YALI0_B16940g","XP_500996.2",104,"YALI0B16940p"
"chromosome B","NC_006068.1",2228530,2229075,"+",2907067,,"YALI0_B16962g","XP_500997.1",181,"YALI0B16962p"
"chromosome B","NC_006068.1",2231290,2232066,"+",2906948,,"YALI0_B16984g","XP_500998.1",258,"YALI0B16984p"
"chromosome B","NC_006068.1",2233430,2236045,"+",2906949,,"YALI0_B17006g","XP_500999.1",871,"YALI0B17006p"
"chromosome B","NC_006068.1",2238298,2247243,"+",2906950,,"YALI0_B17028g","XP_501000.1",2981,"YALI0B17028p"
"chromosome B","NC_006068.1",2247415,2248341,"-",2906780,,"YALI0_B17050g","XP_501001.1",308,"YALI0B17050p"
"chromosome B","NC_006068.1",2249036,2249506,"+",7009415,,"YALI0_B17061g","XP_002143017.1",156,"YALI0B17061p"
"chromosome B","NC_006068.1",2250061,2252340,"+",2906781,,"YALI0_B17072g","XP_501002.1",759,"YALI0B17072p"
"chromosome B","NC_006068.1",2252869,2254617,"-",2906750,,"YALI0_B17138g","XP_501003.1",582,"YALI0B17138p"
"chromosome B","NC_006068.1",2257539,2258363,"+",2906751,,"YALI0_B17160g","XP_501004.1",274,"YALI0B17160p"
"chromosome B","NC_006068.1",2258418,2259725,"-",2906711,,"YALI0_B17182g","XP_501005.1",435,"YALI0B17182p"
"chromosome B","NC_006068.1",2260004,2260660,"+",2906679,,"YALI0_B17204g","XP_501006.1",218,"YALI0B17204p"
"chromosome B","NC_006068.1",2261909,2263477,"-",2906680,,"YALI0_B17226g","XP_501007.1",522,"YALI0B17226p"
"chromosome B","NC_006068.1",2263839,2265896,"+",2906681,,"YALI0_B17248g","XP_501008.1",685,"YALI0B17248p"
"chromosome B","NC_006068.1",2266016,2267731,"-",2906634,,"YALI0_B17270g","XP_501009.1",571,"YALI0B17270p"
"chromosome B","NC_006068.1",2270358,2272415,"-",2906635,,"YALI0_B17292g","XP_501010.1",685,"YALI0B17292p"
"chromosome B","NC_006068.1",2274210,2274434,"+",7009416,,"YALI0_B17303g","XP_002143018.1",74,"YALI0B17303p"
"chromosome B","NC_006068.1",2275767,2276735,"+",2906636,,"YALI0_B17314g","XP_501011.1",322,"YALI0B17314p"
"chromosome B","NC_006068.1",2277432,2278304,"+",2906621,,"YALI0_B17336g","XP_501012.1",290,"YALI0B17336p"
"chromosome B","NC_006068.1",2278605,2279604,"-",2906622,,"YALI0_B17358g","XP_501013.2",116,"YALI0B17358p"
"chromosome B","NC_006068.1",2281193,2282323,"-",2907497,,"YALI0_B17380g","XP_501014.1",376,"YALI0B17380p"
"chromosome B","NC_006068.1",2283885,2285333,"+",2907498,,"YALI0_B17402g","XP_501015.1",482,"YALI0B17402p"
"chromosome B","NC_006068.1",2285558,2286265,"-",2907512,,"YALI0_B17424g","XP_501016.1",235,"YALI0B17424p"
"chromosome B","NC_006068.1",2287011,2287502,"+",2907513,,"YALI0_B17446g","XP_501017.2",163,"YALI0B17446p"
"chromosome B","NC_006068.1",2287629,2289143,"-",2907514,,"YALI0_B17468g","XP_501018.1",504,"YALI0B17468p"
"chromosome B","NC_006068.1",2290149,2291417,"+",2907388,,"YALI0_B17490g","XP_501019.1",138,"YALI0B17490p"
"chromosome B","NC_006068.1",2292212,2293402,"+",2907281,,"YALI0_B17512g","XP_501020.1",396,"YALI0B17512p"
"chromosome B","NC_006068.1",2293649,2294548,"-",2907389,,"YALI0_B17534g","XP_501021.1",299,"YALI0B17534p"
"chromosome B","NC_006068.1",2297169,2299130,"+",2907228,,"YALI0_B17556g","XP_501022.1",653,"YALI0B17556p"
"chromosome B","NC_006068.1",2300028,2302006,"-",2907230,,"YALI0_B17622g","XP_501023.2",623,"YALI0B17622p"
"chromosome B","NC_006068.1",2303501,2304532,"-",2907211,,"YALI0_B17644g","XP_501024.1",343,"YALI0B17644p"
"chromosome B","NC_006068.1",2305220,2307787,"-",2907212,,"YALI0_B17666g","XP_501025.1",855,"YALI0B17666p"
"chromosome B","NC_006068.1",2310733,2311851,"+",2907213,,"YALI0_B17688g","XP_501026.1",372,"YALI0B17688p"
"chromosome B","NC_006068.1",2312694,2313035,"-",2907160,,"YALI0_B17710g","XP_501027.1",96,"YALI0B17710p"
"chromosome B","NC_006068.1",2313252,2314419,"+",2907161,,"YALI0_B17732g","XP_501028.1",205,"YALI0B17732p"
"chromosome B","NC_006068.1",2316324,2320797,"+",2907100,,"YALI0_B17754g","XP_501029.1",1471,"YALI0B17754p"
"chromosome B","NC_006068.1",2324143,2325723,"+",2907101,,"YALI0_B17776g","XP_501030.1",526,"YALI0B17776p"
"chromosome B","NC_006068.1",2326090,2327964,"-",2906992,,"YALI0_B17798g","XP_501031.1",624,"YALI0B17798p"
"chromosome B","NC_006068.1",2328580,2329362,"+",2907214,,"YALI0_B17820g","XP_501032.1",260,"YALI0B17820p"
"chromosome B","NC_006068.1",2330204,2333512,"+",2906993,,"YALI0_B17842g","XP_501033.1",1102,"YALI0B17842p"
"chromosome B","NC_006068.1",2334864,2337776,"-",2906994,,"YALI0_B17864g","XP_501034.1",970,"YALI0B17864p"
"chromosome B","NC_006068.1",2340068,2340892,"+",2906987,,"YALI0_B17886g","XP_501035.1",274,"YALI0B17886p"
"chromosome B","NC_006068.1",2341224,2342540,"-",2906988,,"YALI0_B17908g","XP_501036.1",438,"YALI0B17908p"
"chromosome B","NC_006068.1",2343620,2346142,"-",2906906,,"YALI0_B17930g","XP_501037.1",840,"YALI0B17930p"
"chromosome B","NC_006068.1",2349711,2352518,"-",2906908,,"YALI0_B17996g","XP_501038.1",935,"YALI0B17996p"
"chromosome B","NC_006068.1",2354200,2356332,"-",2906880,,"YALI0_B18018g","XP_501039.1",710,"YALI0B18018p"
"chromosome B","NC_006068.1",2357549,2358241,"+",2906881,,"YALI0_B18040g","XP_501040.1",230,"YALI0B18040p"
"chromosome B","NC_006068.1",2358986,2359824,"-",2906882,,"YALI0_B18062g","XP_501041.1",244,"YALI0B18062p"
"chromosome B","NC_006068.1",2360221,2360937,"-",2906961,,"YALI0_B18084g","XP_501042.1",238,"YALI0B18084p"
"chromosome B","NC_006068.1",2364509,2365384,"+",2906963,,"YALI0_B18128g","XP_501043.1",291,"YALI0B18128p"
"chromosome B","NC_006068.1",2365954,2366508,"-",2906986,,"YALI0_B18150g","XP_501044.1",184,"YALI0B18150p"
"chromosome B","NC_006068.1",2369176,2372418,"+",2906689,,"YALI0_B18172g","XP_501045.1",1080,"YALI0B18172p"
"chromosome B","NC_006068.1",2374681,2376708,"+",2906690,,"YALI0_B18194g","XP_501046.2",675,"YALI0B18194p"
"chromosome B","NC_006068.1",2377541,2379442,"-",2906691,,"YALI0_B18216g","XP_501047.1",633,"YALI0B18216p"
"chromosome B","NC_006068.1",2382012,2382455,"-",2906671,,"YALI0_B18238g","XP_501048.1",147,"YALI0B18238p"
"chromosome B","NC_006068.1",2383740,2385176,"+",2906672,,"YALI0_B18260g","XP_501049.1",478,"YALI0B18260p"
"chromosome B","NC_006068.1",2392357,2393904,"+",2907554,,"YALI0_B18282g","XP_501050.2",515,"YALI0B18282p"
"chromosome B","NC_006068.1",2398590,2399248,"+",7009418,,"YALI0_B18298g","XP_002143019.1",63,"YALI0B18298p"
"chromosome B","NC_006068.1",2399522,2400916,"-",2907555,,"YALI0_B18304g","XP_501051.2",464,"YALI0B18304p"
"chromosome B","NC_006068.1",2401350,2402072,"+",2907556,,"YALI0_B18326g","XP_501052.2",240,"YALI0B18326p"
"chromosome B","NC_006068.1",2403621,2404889,"-",2907547,,"YALI0_B18348g","XP_501053.1",422,"YALI0B18348p"
"chromosome B","NC_006068.1",2408064,2408738,"+",2907548,,"YALI0_B18370g","XP_501054.1",224,"YALI0B18370p"
"chromosome B","NC_006068.1",2409116,2409394,"-",2907373,,"YALI0_B18392g","XP_501055.2",92,"YALI0B18392p"
"chromosome B","NC_006068.1",2413414,2414772,"-",2907374,,"YALI0_B18414g","XP_501056.1",452,"YALI0B18414p"
"chromosome B","NC_006068.1",2415401,2416528,"+",2907375,,"YALI0_B18436g","XP_501057.1",375,"YALI0B18436p"
"chromosome B","NC_006068.1",2417411,2418100,"-",2907391,,"YALI0_B18458g","XP_501058.1",229,"YALI0B18458p"
"chromosome B","NC_006068.1",2419598,2422321,"+",2907392,,"YALI0_B18480g","XP_501059.1",907,"YALI0B18480p"
"chromosome B","NC_006068.1",2422752,2423318,"-",2907393,,"YALI0_B18502g","XP_501060.1",188,"YALI0B18502p"
"chromosome B","NC_006068.1",2423975,2425804,"-",2907240,,"YALI0_B18524g","XP_501061.1",609,"YALI0B18524p"
"chromosome B","NC_006068.1",2426587,2427201,"+",2907241,,"YALI0_B18546g","XP_501062.1",204,"YALI0B18546p"
