,regulator,gene_name,sacc_gene_id,gene_id
4762,MIG2,GAL1,YBR020W,YALI0_C13090g
4763,MIG2,SUC2,YIL162W,YALI0_E26719g
4764,MIG2,ECM13,YBL043W,YALI0_B07403g
4765,MIG2,GAL3,YDR009W,YALI0_C13090g
4766,MIG2,ENA1,YDR040C,YALI0_A01023g
4767,MIG2,MTH1,YDR277C,YALI0_B04796g
4768,MIG2,PDR15,YDR406W,YALI0_E14729g
4769,MIG2,SIT1,YEL065W,YALI0_F27709g
4770,MIG2,ZNF1,YFL052W,YALI0_C09482g
4771,MIG2,AQY3,YFL054C,YALI0_F00462g
4772,MIG2,HXT4,YHR092C,YALI0_F19184g
4773,MIG2,HXT1,YHR094C,YALI0_F19184g
4775,MIG2,JEN1,YKL217W,YALI0_D24607g
4776,MIG2,TPO1,YLL028W,YALI0_F07062g
4777,MIG2,HXT2,YMR011W,YALI0_F19184g
4778,MIG2,RGS2,YOR107W,YALI0_F29249g
4779,MIG2,GDB1,YPR184W,YALI0_A19074g
4780,MIG2,CAR2,YLR438W,YALI0_C04433g
4781,MIG2,MAL33,YBR297W,YALI0_C09482g
4782,MIG2,GUT1,YHL032C,YALI0_F00484g
4783,MOT3,ERG2,YMR202W,YALI0_E32065g
4784,MOT3,ERG6,YML008C,YALI0_F08701g
4785,MOT3,HXT15,YDL245C,YALI0_F19184g
4786,MOT3,ZRT1,YGL255W,YALI0_F21659g
4787,MOT3,SGA1,YIL099W,YALI0_E05203g
4788,MOT3,HXT16,YJR158W,YALI0_F19184g
4789,MOT3,SOR1,YJR159W,YALI0_E12463g
4790,MOT3,NCE103,YNL036W,YALI0_F21406g
4791,MOT3,IDH1,YNL037C,YALI0_E05137g
4792,MOT3,PHM7,YOL084W,YALI0_F10461g
4793,MOT3,GIP3,YPL137C,YALI0_A07997g
4794,MOT3,HEM13,YDR044W,YALI0_E29975g
4795,MOT3,ANB1,YJR047C,YALI0_C06886g
4796,MSN2,SSA1,YAL005C,YALI0_D08184g
4797,MSN2,ECM33,YBR078W,YALI0_D07480g
4798,MSN2,AGP1,YCL025C,YALI0_C09889g
4799,MSN2,ENA1,YDR040C,YALI0_A01023g
4800,MSN2,YAP6,YDR259C,YALI0_F03388g
4801,MSN2,ARO10,YDR380W,YALI0_D06930g
4802,MSN2,SNA2,YDR525W-A,YALI0_D16665g
4803,MSN2,PHM8,YER037W,YALI0_F26785g
4804,MSN2,HSP12,YFL014W,YALI0_D20526g
4805,MSN2,PNC1,YGL037C,YALI0_A21153g
4806,MSN2,RIM8,YGL045W,YALI0_D19162g
4807,MSN2,MPT5,YGL178W,YALI0_E12001g
4808,MSN2,POX1,YGL205W,YALI0_D24750g
4809,MSN2,CTT1,YGR088W,YALI0_E34749g
4810,MSN2,PCL5,YHR071W,YALI0_E21087g
4811,MSN2,POT1,YIL160C,YALI0_E18568g
4812,MSN2,FOX2,YKR009C,YALI0_E15378g
4813,MSN2,KNS1,YLL019C,YALI0_C04587g
4814,MSN2,ERG3,YLR056W,YALI0_D20878g
4815,MSN2,AHP1,YLR109W,YALI0_E25091g
4816,MSN2,ECI1,YLR284C,YALI0_B10406g
4817,MSN2,HHT2,YNL031C,YALI0_F25905g
4818,MSN2,NCE103,YNL036W,YALI0_F21406g
4819,MSN2,APJ1,YNL077W,YALI0_F00880g
4820,MSN2,RPS3,YNL178W,YALI0_E23694g
4821,MSN2,SPS19,YNL202W,YALI0_C03003g
4822,MSN2,ACC1,YNR016C,YALI0_C11407g
4823,MSN2,RGS2,YOR107W,YALI0_F29249g
4824,MSN2,MBF1,YOR298C-A,YALI0_B12166g
4825,MSN2,CPA1,YOR303W,YALI0_D07370g
4826,MSN2,CAR1,YPL111W,YALI0_E07535g
4827,MSN2,ISU1,YPL135W,YALI0_B04928g
4828,MSN2,HSP82,YPL240C,YALI0_C07953g
4829,MSN2,DIP5,YPL265W,YALI0_C00451g
4830,MSN2,PIN3,YPR154W,YALI0_F06446g
4831,MSN2,GAL3,YDR009W,YALI0_C13090g
4832,MSN2,MIT1,YEL007W,YALI0_C08327g
4833,MSN2,EFB1,YAL003W,YALI0_F09669g
4834,MSN2,ERP2,YAL007C,YALI0_B13882g
4835,MSN2,CDC19,YAL038W,YALI0_F09185g
4836,MSN2,CYC3,YAL039C,YALI0_C12918g
4837,MSN2,BDH1,YAL060W,YALI0_B12386g
4838,MSN2,BDH2,YAL061W,YALI0_E12463g
4839,MSN2,YAT1,YAR035W,YALI0_F21197g
4840,MSN2,HTB2,YBL002W,YALI0_E26455g
4841,MSN2,HTA2,YBL003C,YALI0_E26477g
4842,MSN2,UTP20,YBL004W,YALI0_D22440g
4843,MSN2,SLA1,YBL007C,YALI0_A07018g
4844,MSN2,ACH1,YBL015W,YALI0_E30965g
4846,MSN2,FUI1,YBL042C,YALI0_D05621g
4847,MSN2,COR1,YBL045C,YALI0_A14806g
4848,MSN2,FLR1,YBR008C,YALI0_C04499g
4849,MSN2,HHT1,YBR010W,YALI0_F25905g
4850,MSN2,GAL10,YBR019C,YALI0_E26829g
4851,MSN2,GAL1,YBR020W,YALI0_C13090g
4852,MSN2,OLA1,YBR025C,YALI0_C03355g
4853,MSN2,TCM62,YBR044C,YALI0_F02805g
4854,MSN2,MRX18,YBR056W,YALI0_E34155g
4855,MSN2,NRG2,YBR066C,YALI0_C12364g
4856,MSN2,BAP2,YBR068C,YALI0_B16522g
4857,MSN2,AAC3,YBR085W,YALI0_A10659g
4858,MSN2,FES1,YBR101C,YALI0_F11121g
4859,MSN2,SND3,YBR106W,YALI0_B04444g
4860,MSN2,RAD16,YBR114W,YALI0_F01232g
4861,MSN2,TKL2,YBR117C,YALI0_E06479g
4862,MSN2,TPS1,YBR126C,YALI0_E14685g
4863,MSN2,CKS1,YBR135W,YALI0_F18700g
4864,MSN2,ARA1,YBR149W,YALI0_C13508g
4865,MSN2,TOS1,YBR162C,YALI0_A17919g
4866,MSN2,TYR1,YBR166C,YALI0_F17644g
4867,MSN2,SSE2,YBR169C,YALI0_E13255g
4868,MSN2,YPC1,YBR183W,YALI0_D20262g
4869,MSN2,MCM7,YBR202W,YALI0_B18722g
4870,MSN2,DUR12,YBR208C,YALI0_E07271g
4871,MSN2,GPX2,YBR244W,YALI0_E02310g
4872,MSN2,KCC4,YCL024W,YALI0_E06519g
4873,MSN2,HIS4,YCL030C,YALI0_A15950g
4874,MSN2,CIT2,YCR005C,YALI0_E02684g
4875,MSN2,PGK1,YCR012W,YALI0_D12400g
4876,MSN2,TVS1,YCR061W,YALI0_E19558g
4877,MSN2,CPR4,YCR069W,YALI0_A17314g
4878,MSN2,GIT1,YCR098C,YALI0_D08382g
4880,MSN2,GRX6,YDL010W,YALI0_C05467g
4881,MSN2,GPD1,YDL022W,YALI0_B02948g
4882,MSN2,DIA3,YDL024C,YALI0_C06930g
4883,MSN2,RTK1,YDL025C,YALI0_B00880g
4884,MSN2,KNH1,YDL049C,YALI0_F17490g
4885,MSN2,PSA1,YDL055C,YALI0_C06490g
4887,MSN2,HNT1,YDL125C,YALI0_B15202g
4888,MSN2,CDC48,YDL126C,YALI0_F12155g
4889,MSN2,CDC53,YDL132W,YALI0_D12518g
4890,MSN2,NOP14,YDL148C,YALI0_F08371g
4891,MSN2,GLT1,YDL171C,YALI0_B19998g
4892,MSN2,PAR32,YDL173W,YALI0_F22451g
4893,MSN2,DLD1,YDL174C,YALI0_E03212g
4894,MSN2,LYS20,YDL182W,YALI0_F31075g
4895,MSN2,SEC31,YDL195W,YALI0_F26389g
4896,MSN2,PRR2,YDL214C,YALI0_A10230g
4897,MSN2,GDH2,YDL215C,YALI0_E09603g
4898,MSN2,KRS1,YDR037W,YALI0_F16291g
4899,MSN2,BAP3,YDR046C,YALI0_B16522g
4900,MSN2,HEM12,YDR047W,YALI0_C01716g
4901,MSN2,CDC34,YDR054C,YALI0_C06149g
4902,MSN2,PST1,YDR055W,YALI0_D07480g
4903,MSN2,TGL2,YDR058C,YALI0_E31515g
4904,MSN2,DOA4,YDR069C,YALI0_F15367g
4905,MSN2,VTC5,YDR089W,YALI0_D13156g
4906,MSN2,GIS1,YDR096W,YALI0_F14487g
4907,MSN2,ALT2,YDR111C,YALI0_D06325g
4908,MSN2,ARO1,YDR127W,YALI0_F12639g
4909,MSN2,MRX16,YDR132C,YALI0_D02387g
4910,MSN2,CPR1,YDR155C,YALI0_C10230g
4911,MSN2,HSP42,YDR171W,YALI0_E18546g
4912,MSN2,AHA1,YDR214W,YALI0_B15840g
4914,MSN2,HTB1,YDR224C,YALI0_E26455g
4915,MSN2,HTA1,YDR225W,YALI0_E26477g
4916,MSN2,COX20,YDR231C,YALI0_C09350g
4917,MSN2,HEM1,YDR232W,YALI0_C06083g
4918,MSN2,VHS1,YDR247W,YALI0_B13178g
4919,MSN2,PAM1,YDR251W,YALI0_D20438g
4920,MSN2,CTA1,YDR256C,YALI0_F30987g
4921,MSN2,HSP78,YDR258C,YALI0_F12463g
4922,MSN2,PMP3,YDR276C,YALI0_D16665g
4923,MSN2,SSD1,YDR293C,YALI0_F13717g
4924,MSN2,FCF1,YDR339C,YALI0_E23386g
4925,MSN2,HXT6,YDR343C,YALI0_F19184g
4926,MSN2,TRP4,YDR354W,YALI0_D27170g
4927,MSN2,SEM1,YDR363W-A,YALI0_C22528g
4928,MSN2,ESF1,YDR365C,YALI0_C17083g
4929,MSN2,SDH6,YDR379C-A,YALI0_C02871g
4930,MSN2,ATO3,YDR384C,YALI0_F13145g
4931,MSN2,PDR15,YDR406W,YALI0_E14729g
4932,MSN2,CYM1,YDR430C,YALI0_F21615g
4933,MSN2,APT2,YDR441C,YALI0_D05797g
4934,MSN2,TSA2,YDR453C,YALI0_B15125g
4935,MSN2,TOM1,YDR457W,YALI0_B05940g
4936,MSN2,PHO8,YDR481C,YALI0_F16709g
4937,MSN2,IZH1,YDR492W,YALI0_E17677g
4938,MSN2,GMC1,YDR506C,YALI0_D07282g
4939,MSN2,GNP1,YDR508C,YALI0_C09889g
4940,MSN2,EMI1,YDR512C,YALI0_B16962g
4941,MSN2,GRX2,YDR513W,YALI0_C05467g
4942,MSN2,EMI2,YDR516C,YALI0_E15488g
4943,MSN2,HSP31,YDR533C,YALI0_C22000g
4944,MSN2,STL1,YDR536W,YALI0_C04730g
4945,MSN2,GLC3,YEL011W,YALI0_C06798g
4946,MSN2,UBC8,YEL012W,YALI0_E12081g
4947,MSN2,GLY1,YEL046C,YALI0_A21417g
4948,MSN2,PRB1,YEL060C,YALI0_A06435g
4949,MSN2,CAN1,YEL063C,YALI0_B19338g
4950,MSN2,DLD3,YEL071W,YALI0_C06446g
4951,MSN2,PMI40,YER003C,YALI0_B18348g
4952,MSN2,PRP22,YER013W,YALI0_B11352g
4953,MSN2,ERG28,YER044C,YALI0_F04400g
4954,MSN2,PIC2,YER053C,YALI0_C05753g
4955,MSN2,HIS1,YER055C,YALI0_C05170g
4956,MSN2,FCY2,YER056C,YALI0_F30569g
4957,MSN2,GPP2,YER062C,YALI0_F25025g
4958,MSN2,ALD5,YER073W,YALI0_C03025g
4959,MSN2,MET6,YER091C,YALI0_E12683g
4960,MSN2,AIM11,YER093C-A,YALI0_F22367g
4961,MSN2,UBP9,YER098W,YALI0_F01903g
4962,MSN2,SSA4,YER103W,YALI0_F25289g
4963,MSN2,RPS26B,YER131W,YALI0_E19701g
4964,MSN2,GDI1,YER136W,YALI0_E33649g
4965,MSN2,FTR1,YER145C,YALI0_D07304g
4966,MSN2,BUR6,YER159C,YALI0_E08184g
4967,MSN2,GCG1,YER163C,YALI0_F26103g
4968,MSN2,VTC2,YFL004W,YALI0_C10252g
4969,MSN2,MDJ1,YFL016C,YALI0_F12551g
4970,MSN2,FRS2,YFL022C,YALI0_D16643g
4971,MSN2,EPL1,YFL024C,YALI0_B12584g
4972,MSN2,AGX1,YFL030W,YALI0_E16643g
4973,MSN2,LOC1,YFR001W,YALI0_D19624g
4974,MSN2,GSY1,YFR015C,YALI0_F18502g
4975,MSN2,IRC7,YFR055W,YALI0_C22088g
4976,MSN2,ERG26,YGL001C,YALI0_C22165g
4977,MSN2,RPN14,YGL004C,YALI0_A06479g
4978,MSN2,LEU1,YGL009C,YALI0_B01364g
4979,MSN2,MPO1,YGL010W,YALI0_E35024g
4980,MSN2,ERG4,YGL012W,YALI0_D19206g
4981,MSN2,SCW11,YGL028C,YALI0_E21109g
4983,MSN2,ERV14,YGL054C,YALI0_F12001g
4984,MSN2,OLE1,YGL055W,YALI0_C05951g
4985,MSN2,SDS23,YGL056C,YALI0_E17325g
4986,MSN2,PYC1,YGL062W,YALI0_C24101g
4988,MSN2,MET13,YGL125W,YALI0_B00572g
4989,MSN2,ARO2,YGL148W,YALI0_D17930g
4990,MSN2,PMR1,YGL167C,YALI0_E09471g
4991,MSN2,ATG1,YGL180W,YALI0_D25388g
4992,MSN2,CHC1,YGL206C,YALI0_A17127g
4993,MSN2,MDM34,YGL219C,YALI0_D24926g
4994,MSN2,SAP4,YGL229C,YALI0_F11869g
4995,MSN2,ZRT1,YGL255W,YALI0_F21659g
4996,MSN2,MSP1,YGR028W,YALI0_C23749g
4997,MSN2,GSC2,YGR032W,YALI0_E21021g
4998,MSN2,ACB1,YGR037C,YALI0_E23185g
4999,MSN2,NQM1,YGR043C,YALI0_F15587g
5000,MSN2,FMP48,YGR052W,YALI0_B04840g
5001,MSN2,MUP1,YGR055W,YALI0_F25795g
5002,MSN2,ERG25,YGR060W,YALI0_F11297g
5003,MSN2,PIL1,YGR086C,YALI0_C11341g
5004,MSN2,UTP22,YGR090W,YALI0_E31625g
5005,MSN2,CLB1,YGR108W,YALI0_B15180g
5006,MSN2,MEP1,YGR121C,YALI0_F16896g
5007,MSN2,TPO2,YGR138C,YALI0_B21142g
5008,MSN2,THI4,YGR144W,YALI0_A09768g
5009,MSN2,GPC1,YGR149W,YALI0_F28699g
5010,MSN2,GTO1,YGR154C,YALI0_B20416g
5011,MSN2,CYS4,YGR155W,YALI0_E09108g
5012,MSN2,CHO2,YGR157W,YALI0_E06061g
5013,MSN2,MRPS35,YGR165W,YALI0_A13541g
5014,MSN2,RNR4,YGR180C,YALI0_B03630g
5015,MSN2,CRH1,YGR189C,YALI0_C09680g
5016,MSN2,SNG1,YGR197C,YALI0_A05951g
5017,MSN2,YCH1,YGR203W,YALI0_D18293g
5018,MSN2,ADE3,YGR204W,YALI0_E01056g
5019,MSN2,TRX2,YGR209C,YALI0_F01496g
5020,MSN2,ZPR1,YGR211W,YALI0_F22803g
5021,MSN2,YHB1,YGR234W,YALI0_C21362g
5022,MSN2,PFK1,YGR240C,YALI0_D16357g
5023,MSN2,YAP1802,YGR241C,YALI0_B09603g
5024,MSN2,MPC3,YGR243W,YALI0_C03223g
5025,MSN2,SOL4,YGR248W,YALI0_C19085g
5026,MSN2,ENO1,YGR254W,YALI0_F16819g
5027,MSN2,COQ6,YGR255C,YALI0_A09042g
5028,MSN2,GND2,YGR256W,YALI0_B15598g
5029,MSN2,HUA1,YGR268C,YALI0_D18062g
5030,MSN2,ERV29,YGR284C,YALI0_F02189g
5031,MSN2,AIM17,YHL021C,YALI0_F16357g
5032,MSN2,SOD2,YHR008C,YALI0_B08921g
5034,MSN2,YHK8,YHR048W,YALI0_F13739g
5035,MSN2,LAM4,YHR080C,YALI0_A16291g
5036,MSN2,SAM35,YHR083W,YALI0_E16148g
5037,MSN2,HXT1,YHR094C,YALI0_F19184g
5038,MSN2,HXT5,YHR096C,YALI0_F19184g
5039,MSN2,PAL2,YHR097C,YALI0_B20108g
5040,MSN2,GRE3,YHR104W,YALI0_D07634g
5041,MSN2,YCK1,YHR135C,YALI0_E26609g
5042,MSN2,ARO9,YHR137W,YALI0_C05258g
5045,MSN2,PEX28,YHR150W,YALI0_D11858g
5046,MSN2,LIN1,YHR156C,YALI0_E26147g
5047,MSN2,YAP1801,YHR161C,YALI0_B09955g
5048,MSN2,ROF1,YHR177W,YALI0_D15664g
5049,MSN2,ERG9,YHR190W,YALI0_A10076g
5050,MSN2,MDM31,YHR194W,YALI0_E01144g
5051,MSN2,RPN10,YHR200W,YALI0_D03762g
5052,MSN2,MNL1,YHR204W,YALI0_D12925g
5053,MSN2,PHO12,YHR215W,YALI0_C06930g
5054,MSN2,PDR11,YIL013C,YALI0_F17996g
5055,MSN2,MET30,YIL046W,YALI0_B09977g
5056,MSN2,SYG1,YIL047C,YALI0_F14597g
5057,MSN2,GPP1,YIL053W,YALI0_F25025g
5058,MSN2,CAB2,YIL083C,YALI0_C06996g
5059,MSN2,BMT5,YIL096C,YALI0_E30019g
5060,MSN2,SGA1,YIL099W,YALI0_E05203g
5061,MSN2,SDP1,YIL113W,YALI0_F00858g
5062,MSN2,HIS5,YIL116W,YALI0_E01254g
5063,MSN2,PRM5,YIL117C,YALI0_F17204g
5064,MSN2,SIM1,YIL123W,YALI0_E33539g
5065,MSN2,CYR1,YJL005W,YALI0_B18759g
5066,MSN2,CTK2,YJL006C,YALI0_E13640g
5067,MSN2,MHP1,YJL042W,YALI0_A07997g
5068,MSN2,SDH9,YJL045W,YALI0_D11374g
5070,MSN2,PRY1,YJL079C,YALI0_D06149g
5071,MSN2,IML2,YJL082W,YALI0_F29491g
5072,MSN2,ARG3,YJL088W,YALI0_D14894g
5073,MSN2,GSH1,YJL101C,YALI0_E30129g
5074,MSN2,ASF1,YJL115W,YALI0_A01375g
5075,MSN2,NCA3,YJL116C,YALI0_E33539g
5076,MSN2,URA2,YJL130C,YALI0_E09493g
5077,MSN2,LCB3,YJL134W,YALI0_E21197g
5078,MSN2,YAK1,YJL141C,YALI0_C16665g
5079,MSN2,INO1,YJL153C,YALI0_B04312g
5080,MSN2,CIS3,YJL158C,YALI0_B20306g
5081,MSN2,TPK1,YJL164C,YALI0_C08305g
5082,MSN2,HAL5,YJL165C,YALI0_C00891g
5083,MSN2,TOH1,YJL171C,YALI0_A17919g
5084,MSN2,CDC6,YJL194W,YALI0_C00671g
5085,MSN2,ELO1,YJL196C,YALI0_B20196g
5086,MSN2,ACO2,YJL200C,YALI0_E14949g
5087,MSN2,HXT9,YJL219W,YALI0_F19184g
5088,MSN2,ILV3,YJR016C,YALI0_C23408g
5089,MSN2,SSC1,YJR045C,YALI0_C17347g
5090,MSN2,TAH11,YJR046W,YALI0_C17369g
5091,MSN2,CYC1,YJR048W,YALI0_D09273g
5092,MSN2,KCH1,YJR054W,YALI0_E34199g
5093,MSN2,PTK2,YJR059W,YALI0_E17743g
5094,MSN2,BNA2,YJR078W,YALI0_F26455g
5095,MSN2,SOD1,YJR104C,YALI0_E12133g
5096,MSN2,CPA2,YJR109C,YALI0_C23969g
5098,MSN2,ILM1,YJR118C,YALI0_E25916g
5099,MSN2,JHD2,YJR119C,YALI0_B14443g
5100,MSN2,VPS70,YJR126C,YALI0_B05258g
5101,MSN2,RPS4A,YJR145C,YALI0_D12903g
5102,MSN2,MET14,YKL001C,YALI0_E00418g
5103,MSN2,LAC1,YKL008C,YALI0_F06424g
5104,MSN2,URA6,YKL024C,YALI0_F09339g
5105,MSN2,UGP1,YKL035W,YALI0_A02310g
5106,MSN2,PTM1,YKL039W,YALI0_A18986g
5107,MSN2,NFU1,YKL040C,YALI0_B00264g
5108,MSN2,PHD1,YKL043W,YALI0_B19602g
5109,MSN2,SFK1,YKL051W,YALI0_B21560g
5110,MSN2,FBA1,YKL060C,YALI0_E26004g
5111,MSN2,MDH1,YKL085W,YALI0_D16753g
5112,MSN2,SRX1,YKL086W,YALI0_D16709g
5113,MSN2,YJU3,YKL094W,YALI0_C14520g
5114,MSN2,CWP1,YKL096W,YALI0_E26125g
5115,MSN2,HSL1,YKL101W,YALI0_E06519g
5116,MSN2,APE1,YKL103C,YALI0_C10494g
5117,MSN2,GFA1,YKL104C,YALI0_B21428g
5118,MSN2,SBA1,YKL117W,YALI0_D00429g
5119,MSN2,OAC1,YKL120W,YALI0_E04048g
5120,MSN2,PGM1,YKL127W,YALI0_E02090g
5121,MSN2,GPM1,YKL152C,YALI0_B02728g
5122,MSN2,MCD4,YKL165C,YALI0_F20570g
5123,MSN2,FAS1,YKL182W,YALI0_B15059g
5124,MSN2,ACP1,YKL192C,YALI0_D14850g
5125,MSN2,STE6,YKL209C,YALI0_E05973g
5126,MSN2,UBA1,YKL210W,YALI0_E06017g
5127,MSN2,URA1,YKL216W,YALI0_D18920g
5128,MSN2,JEN1,YKL217W,YALI0_D24607g
5129,MSN2,GAP1,YKR039W,YALI0_E10219g
5130,MSN2,MRS4,YKR052C,YALI0_B21604g
5131,MSN2,KTR2,YKR061W,YALI0_B01672g
5132,MSN2,TFA2,YKR062W,YALI0_F14355g
5133,MSN2,CCP1,YKR066C,YALI0_F20504g
5134,MSN2,GPT2,YKR067W,YALI0_C00209g
5135,MSN2,AIM29,YKR074W,YALI0_F07579g
5136,MSN2,ECM4,YKR076W,YALI0_B20416g
5137,MSN2,MTD1,YKR080W,YALI0_B12078g
5138,MSN2,TGL4,YKR089C,YALI0_F10010g
5139,MSN2,PTR2,YKR093W,YALI0_D19558g
5140,MSN2,SSA2,YLL024C,YALI0_D08184g
5141,MSN2,HSP104,YLL026W,YALI0_E27962g
5142,MSN2,UBI4,YLL039C,YALI0_E18986g
5143,MSN2,FRE6,YLL051C,YALI0_B13046g
5144,MSN2,YCT1,YLL055W,YALI0_F16423g
5145,MSN2,SSK1,YLR006C,YALI0_F08789g
5146,MSN2,AAT2,YLR027C,YALI0_F29337g
5147,MSN2,SPT8,YLR055C,YALI0_E23804g
5148,MSN2,PER33,YLR064W,YALI0_D23617g
5149,MSN2,BUD20,YLR074C,YALI0_D13068g
5150,MSN2,XDJ1,YLR090W,YALI0_D02937g
5151,MSN2,ICT1,YLR099C,YALI0_C07326g
5152,MSN2,ERG27,YLR100W,YALI0_B17644g
5154,MSN2,YPS1,YLR120C,YALI0_B20526g
5155,MSN2,MAS1,YLR163C,YALI0_A14806g
5156,MSN2,SHH4,YLR164W,YALI0_A14784g
5157,MSN2,UPS2,YLR168C,YALI0_D18854g
5158,MSN2,TFS1,YLR178C,YALI0_B03366g
5159,MSN2,MSS51,YLR203C,YALI0_E32483g
5160,MSN2,FRE1,YLR214W,YALI0_D26081g
5161,MSN2,CQD2,YLR253W,YALI0_B01694g
5162,MSN2,GSY2,YLR258W,YALI0_F18502g
5163,MSN2,PUT7,YLR283W,YALI0_C01441g
5164,MSN2,CTS1,YLR286C,YALI0_D22396g
5165,MSN2,ECM38,YLR299W,YALI0_C11363g
5166,MSN2,EXG1,YLR300W,YALI0_F05390g
5167,MSN2,MET17,YLR303W,YALI0_D25168g
5168,MSN2,MRPL15,YLR312W-A,YALI0_F06732g
5169,MSN2,TMA10,YLR327C,YALI0_C06237g
5170,MSN2,NMA1,YLR328W,YALI0_E25652g
5171,MSN2,FKS1,YLR342W,YALI0_E21021g
5172,MSN2,ORM2,YLR350W,YALI0_B18150g
5173,MSN2,ILV5,YLR355C,YALI0_D03135g
5174,MSN2,ATG33,YLR356W,YALI0_F11363g
5175,MSN2,STE23,YLR389C,YALI0_F25091g
5176,MSN2,DUS3,YLR401C,YALI0_E26048g
5177,MSN2,RPL31B,YLR406C,YALI0_E24475g
5178,MSN2,PUN1,YLR414C,YALI0_B07601g
5179,MSN2,VPS36,YLR417W,YALI0_D01177g
5180,MSN2,CAR2,YLR438W,YALI0_C04433g
5182,MSN2,GLO1,YML004C,YALI0_E24057g
5183,MSN2,ERG6,YML008C,YALI0_F08701g
5184,MSN2,YML6,YML025C,YALI0_E20493g
5185,MSN2,TSA1,YML028W,YALI0_B15125g
5186,MSN2,AMD1,YML035C,YALI0_E11495g
5187,MSN2,SUR7,YML052W,YALI0_F12331g
5188,MSN2,HMG1,YML075C,YALI0_E04807g
5189,MSN2,ALO1,YML086C,YALI0_A21263g
5190,MSN2,UFO1,YML088W,YALI0_D25850g
5191,MSN2,TSL1,YML100W,YALI0_E31086g
5192,MSN2,PHO84,YML123C,YALI0_A21307g
5193,MSN2,ERO1,YML130C,YALI0_D09603g
5195,MSN2,PLB1,YMR008C,YALI0_E16060g
5196,MSN2,ERG5,YMR015C,YALI0_A18062g
5197,MSN2,SPO20,YMR017W,YALI0_E18414g
5198,MSN2,MRPL3,YMR024W,YALI0_D18150g
5199,MSN2,CCS1,YMR038C,YALI0_F30877g
5200,MSN2,YET2,YMR040W,YALI0_E26026g
5201,MSN2,ARG80,YMR042W,YALI0_C06842g
5202,MSN2,AAC1,YMR056C,YALI0_D08228g
5203,MSN2,FET3,YMR058W,YALI0_D06754g
5205,MSN2,MUB1,YMR100W,YALI0_E04114g
5206,MSN2,LAF1,YMR102C,YALI0_E03850g
5207,MSN2,ILV2,YMR108W,YALI0_C00253g
5208,MSN2,GID8,YMR135C,YALI0_D10791g
5209,MSN2,NDE1,YMR145C,YALI0_F25135g
5210,MSN2,ALD3,YMR169C,YALI0_C03025g
5211,MSN2,DDR48,YMR173W,YALI0_C17567g
5212,MSN2,MMT1,YMR177W,YALI0_C12254g
5213,MSN2,HSC82,YMR186W,YALI0_C07953g
5215,MSN2,CLN1,YMR199W,YALI0_C13926g
5216,MSN2,RAD14,YMR201C,YALI0_B01474g
5217,MSN2,ERG2,YMR202W,YALI0_E32065g
5218,MSN2,PFK2,YMR205C,YALI0_D16357g
5219,MSN2,MTF1,YMR228W,YALI0_B01980g
5220,MSN2,CUS1,YMR240C,YALI0_D05577g
5221,MSN2,YHM2,YMR241W,YALI0_B10736g
5222,MSN2,ZRC1,YMR243C,YALI0_F00176g
5223,MSN2,FAA4,YMR246W,YALI0_D17864g
5224,MSN2,GTO3,YMR251W,YALI0_B20416g
5225,MSN2,TPS3,YMR261C,YALI0_E31086g
5227,MSN2,URA10,YMR271C,YALI0_F21527g
5228,MSN2,HAS1,YMR290C,YALI0_E01782g
5229,MSN2,TDA1,YMR291W,YALI0_E31361g
5230,MSN2,LCB1,YMR296C,YALI0_C03179g
5231,MSN2,UBP15,YMR304W,YALI0_D16335g
5232,MSN2,SCW10,YMR305C,YALI0_D20680g
5233,MSN2,GAS1,YMR307W,YALI0_D06039g
5234,MSN2,PRE5,YMR314W,YALI0_C17325g
5236,MSN2,ADH6,YMR318C,YALI0_E07766g
5237,MSN2,DOM34,YNL001W,YALI0_B20658g
5238,MSN2,RLP7,YNL002C,YALI0_E13618g
5239,MSN2,LST8,YNL006W,YALI0_E13530g
5240,MSN2,SIS1,YNL007C,YALI0_F00880g
5241,MSN2,ARK1,YNL020C,YALI0_E22847g
5242,MSN2,HHF2,YNL030W,YALI0_F25883g
5244,MSN2,IDH1,YNL037C,YALI0_E05137g
5245,MSN2,MTQ1,YNL063W,YALI0_B17534g
5246,MSN2,AQR1,YNL065W,YALI0_F03751g
5247,MSN2,TCB2,YNL087W,YALI0_E31196g
5248,MSN2,RAS2,YNL098C,YALI0_E08756g
5249,MSN2,CPT1,YNL130C,YALI0_C10989g
5250,MSN2,KRE33,YNL132W,YALI0_B14751g
5253,MSN2,RHO5,YNL180C,YALI0_B15752g
5254,MSN2,CHS1,YNL192W,YALI0_D25938g
5256,MSN2,PPN2,YNL217W,YALI0_A00891g
5257,MSN2,PDR16,YNL231C,YALI0_A08448g
5258,MSN2,LAP3,YNL239W,YALI0_F05940g
5259,MSN2,ZWF1,YNL241C,YALI0_E22649g
5260,MSN2,MET2,YNL277W,YALI0_E00836g
5261,MSN2,HCH1,YNL281W,YALI0_B15840g
5262,MSN2,PCL1,YNL289W,YALI0_F22231g
5263,MSN2,FIG4,YNL325C,YALI0_E33099g
5264,MSN2,CIT1,YNR001C,YALI0_E02684g
5265,MSN2,TIM23,YNR017W,YALI0_F29183g
5266,MSN2,LYS9,YNR050C,YALI0_D22891g
5267,MSN2,DSE4,YNR067C,YALI0_B17996g
