,gene_a,gene_b,score_a2b,score_b2a
2808,YALI0_D06930g,YALI1_D08884g,1244.0,1244.0
2809,YALI0_D06952g,YALI1_D08910g,1599.0,1599.0
2810,YALI0_D06974g,YALI1_D08946g,541.0,541.0
2811,YALI0_D06996g,YALI1_D08971g,835.0,835.0
2812,YALI0_D07018g,YALI1_D09000g,649.0,649.0
2813,YALI0_D07040g,YALI1_D09004g,1204.0,1204.0
2814,YALI0_D07062g,YALI1_D09034g,712.0,712.0
2815,YALI0_D07084g,YALI1_D09055g,590.0,590.0
2816,YALI0_D07106g,YALI1_D09068g,1211.0,1211.0
2817,YALI0_D07128g,YALI1_D09103g,429.0,429.0
2818,YALI0_D07150g,YALI1_D09140g,1505.0,1505.0
2819,YALI0_D07194g,YALI1_D09168g,1856.0,1856.0
2820,YALI0_D07216g,YALI1_D09203g,227.0,227.0
2821,YALI0_D07238g,YALI1_D09215g,800.0,800.0
2822,YALI0_D07260g,YALI1_D09238g,766.0,766.0
2823,YALI0_D07282g,YALI1_D09277g,1356.0,1356.0
2824,YALI0_D07304g,YALI1_D09308g,836.0,836.0
2825,YALI0_D07326g,YALI1_D09356g,1585.0,1585.0
2826,YALI0_D07348g,YALI1_D09404g,596.0,596.0
2827,YALI0_D07370g,YALI1_D09420g,933.0,933.0
2828,YALI0_D07392g,YALI1_D09453g,1130.0,1130.0
2829,YALI0_D07414g,YALI1_D09488g,607.0,607.0
2830,YALI0_D07436g,YALI1_D09504g,787.0,787.0
2831,YALI0_D07458g,YALI1_D09534g,775.0,775.0
2832,YALI0_D07480g,YALI1_D09566g,861.0,861.0
2833,YALI0_D07502g,YALI1_D09623g,1390.0,1390.0
2834,YALI0_D07524g,YALI1_D09667g,2269.0,2269.0
2835,YALI0_D07546g,YALI1_D09766g,781.0,781.0
2836,YALI0_D07568g,YALI1_D09785g,261.0,261.0
2837,YALI0_D07590g,YALI1_D09790g,978.0,978.0
2838,YALI0_D07612g,YALI1_D09831g,1622.0,1622.0
2839,YALI0_D07634g,YALI1_D09870g,654.0,654.0
2840,YALI0_D07656g,YALI1_D09897g,404.0,404.0
2841,YALI0_D07678g,YALI1_D09956g,1178.0,1178.0
2842,YALI0_D07700g,YALI1_D09964g,196.0,196.0
2843,YALI0_D07722g,YALI1_D09996g,1162.0,1162.0
2844,YALI0_D07744g,YALI1_D10007g,377.0,377.0
2845,YALI0_D07766g,YALI1_D10022g,280.0,280.0
2846,YALI0_D07788g,YALI1_D10033g,468.0,468.0
2847,YALI0_D07810g,YALI1_D10067g,1541.0,1541.0
2848,YALI0_D07832g,YALI1_D10083g,863.0,863.0
2849,YALI0_D07854g,YALI1_D10102g,1351.0,1351.0
2850,YALI0_D07876g,YALI1_D10129g,398.0,398.0
2851,YALI0_D07890g,YALI1_D10135g,376.0,376.0
2852,YALI0_D07898g,YALI1_D10160g,445.0,445.0
2853,YALI0_D07920g,YALI1_D10192g,788.0,788.0
2854,YALI0_D07942g,YALI1_D10197g,1014.0,1014.0
2855,YALI0_D07964g,YALI1_D10226g,620.0,620.0
2856,YALI0_D07986g,YALI1_D10264g,1090.0,1090.0
2857,YALI0_D08052g,YALI1_D10304g,982.0,982.0
2858,YALI0_D08118g,YALI1_D10316g,833.0,833.0
2859,YALI0_D08140g,YALI1_D10367g,462.0,467.0
2860,YALI0_D08162g,YALI1_D10424g,417.0,417.0
2861,YALI0_D08184g,YALI1_D10458g,1313.0,1313.0
2862,YALI0_D08206g,YALI1_D10495g,1182.0,1182.0
2863,YALI0_D08228g,YALI1_D10535g,619.0,619.0
2864,YALI0_D08250g,YALI1_D10565g,1013.0,1013.0
2865,YALI0_D08272g,YALI1_D10600g,782.0,782.0
2866,YALI0_D08294g,YALI1_D10623g,1927.0,1927.0
2867,YALI0_D08316g,YALI1_D10668g,666.0,666.0
2868,YALI0_D08338g,YALI1_D10693g,907.0,907.0
2869,YALI0_D08360g,YALI1_D10721g,787.0,787.0
2870,YALI0_D08382g,YALI1_D10768g,1100.0,1100.0
2871,YALI0_D08404g,YALI1_D10812g,696.0,696.0
2872,YALI0_D08419g,YALI1_D10829g,783.0,783.0
2873,YALI0_D08448g,YALI1_D10858g,812.0,812.0
2874,YALI0_D08470g,YALI1_D10865g,686.0,686.0
2875,YALI0_D08492g,YALI1_D10886g,1671.0,1671.0
2876,YALI0_D08514g,YALI1_D10930g,490.0,490.0
2877,YALI0_D08536g,YALI1_D10961g,1751.0,1751.0
2878,YALI0_D08558g,YALI1_D11015g,1323.0,1323.0
2879,YALI0_D08580g,YALI1_D11034g,468.0,468.0
2880,YALI0_D08602g,YALI1_D11063g,1355.0,1355.0
2881,YALI0_D08624g,YALI1_D11087g,861.0,861.0
2882,YALI0_D08635g,YALI1_D11091g,139.0,139.0
2883,YALI0_D08646g,YALI1_D11115g,883.0,883.0
2884,YALI0_D08668g,YALI1_D11151g,587.0,587.0
2885,YALI0_D08690g,YALI1_D11159g,976.0,976.0
2886,YALI0_D08712g,YALI1_D11177g,962.0,962.0
2887,YALI0_D08734g,YALI1_D11203g,669.0,669.0
2888,YALI0_D08756g,YALI1_D11242g,1821.0,1821.0
2889,YALI0_D08778g,YALI1_D11256g,688.0,688.0
2890,YALI0_D08800g,YALI1_D11272g,739.0,739.0
2891,YALI0_D08822g,YALI1_D11302g,1852.0,1852.0
2892,YALI0_D08844g,YALI1_D11343g,684.0,684.0
2893,YALI0_D08866g,YALI1_D11354g,739.0,739.0
2894,YALI0_D08888g,YALI1_D11368g,1566.0,1566.0
2895,YALI0_D08910g,YALI1_D11402g,676.0,676.0
2896,YALI0_D08932g,YALI1_D11406g,837.0,837.0
2897,YALI0_D08954g,YALI1_D11437g,1066.0,1066.0
2898,YALI0_D08976g,YALI1_D11442g,860.0,860.0
2899,YALI0_D08998g,YALI1_D11479g,1537.0,1537.0
2900,YALI0_D09020g,YALI1_D11486g,889.0,889.0
2901,YALI0_D09042g,YALI1_D11514g,961.0,961.0
2902,YALI0_D09064g,YALI1_D11542g,892.0,892.0
2903,YALI0_D09086g,YALI1_D11592g,1982.0,1982.0
2904,YALI0_D09086g,YALI1_D11592g,1982.0,315.0
2905,YALI0_D09086g,YALI1_D11592g,315.0,1982.0
2906,YALI0_D09086g,YALI1_D11592g,315.0,315.0
2907,YALI0_D09119g,YALI1_D11614g,837.0,837.0
2908,YALI0_D09141g,YALI1_D11623g,488.0,488.0
2909,YALI0_D09163g,YALI1_D11633g,447.0,447.0
2910,YALI0_D09185g,YALI1_D11653g,815.0,815.0
2911,YALI0_D09207g,YALI1_D11666g,851.0,851.0
2912,YALI0_D09229g,YALI1_D11686g,506.0,506.0
2913,YALI0_D09251g,YALI1_D11722g,1748.0,1748.0
2914,YALI0_D09273g,YALI1_D11769g,225.0,225.0
2915,YALI0_D09295g,YALI1_D11810g,1486.0,1486.0
2916,YALI0_D09317g,YALI1_D11844g,907.0,907.0
2917,YALI0_D09333g,YALI1_D11934g,180.0,180.0
2918,YALI0_D09339g,YALI1_D11937g,734.0,734.0
2919,YALI0_D09361g,YALI1_D11984g,1611.0,1611.0
2920,YALI0_D09383g,YALI1_D12028g,547.0,547.0
2921,YALI0_D09427g,YALI1_D12050g,660.0,660.0
2922,YALI0_D09449g,YALI1_D12056g,1083.0,1083.0
2923,YALI0_D09471g,YALI1_D12074g,515.0,515.0
2924,YALI0_D09493g,YALI1_D12091g,561.0,561.0
2925,YALI0_D09603g,YALI1_D12147g,1171.0,1171.0
2926,YALI0_D09625g,YALI1_D12172g,293.0,293.0
2927,YALI0_D09647g,YALI1_D12198g,1676.0,1676.0
2928,YALI0_D09669g,YALI1_D12252g,2001.0,2001.0
2929,YALI0_D09691g,YALI1_D12271g,1048.0,1048.0
2930,YALI0_D09713g,YALI1_D12282g,1372.0,1372.0
2931,YALI0_D09735g,YALI1_D12315g,984.0,984.0
2932,YALI0_D09757g,YALI1_D12342g,675.0,675.0
2933,YALI0_D09779g,YALI1_D12355g,909.0,909.0
2934,YALI0_D09801g,YALI1_D12403g,1107.0,1107.0
2935,YALI0_D09823g,YALI1_D12447g,1483.0,1483.0
2936,YALI0_D09845g,YALI1_D12483g,792.0,792.0
2937,YALI0_D09867g,YALI1_D12493g,969.0,969.0
2938,YALI0_D09911g,YALI1_D12543g,1031.0,1031.0
2939,YALI0_D09933g,YALI1_D12567g,739.0,739.0
2940,YALI0_D09955g,YALI1_D12626g,2146.0,2146.0
2941,YALI0_D09977g,YALI1_D12630g,912.0,912.0
2942,YALI0_D09999g,YALI1_D12646g,919.0,919.0
2943,YALI0_D10021g,YALI1_D12690g,1120.0,1120.0
2944,YALI0_D10043g,YALI1_D12723g,1047.0,1047.0
2945,YALI0_D10065g,YALI1_D12750g,319.0,319.0
2946,YALI0_D10087g,YALI1_D12760g,1052.0,1052.0
2947,YALI0_D10104g,YALI1_D12790g,1484.0,1484.0
2948,YALI0_D10109g,YALI1_D12815g,858.0,858.0
2949,YALI0_D10131g,YALI1_D12832g,1184.0,1184.0
2950,YALI0_D10153g,YALI1_D12858g,736.0,736.0
2951,YALI0_D10175g,YALI1_D12880g,395.0,395.0
2952,YALI0_D10234g,YALI1_D12909g,468.0,468.0
2953,YALI0_D10263g,YALI1_D12930g,271.0,271.0
2954,YALI0_D10285g,YALI1_D12964g,1672.0,1672.0
2955,YALI0_D10307g,YALI1_D12996g,661.0,661.0
2956,YALI0_D10329g,YALI1_D13019g,823.0,823.0
2957,YALI0_D10417g,YALI1_D13071g,574.0,574.0
2958,YALI0_D10461g,YALI1_D13108g,462.0,462.0
2959,YALI0_D10483g,YALI1_D13124g,532.0,532.0
2960,YALI0_D10505g,YALI1_D13126g,1399.0,1399.0
2961,YALI0_D10527g,YALI1_D13160g,205.0,205.0
2962,YALI0_D10549g,YALI1_D13201g,2051.0,2051.0
2963,YALI0_D10571g,YALI1_D13226g,534.0,534.0
2964,YALI0_D10593g,YALI1_D13238g,711.0,711.0
2965,YALI0_D10615g,YALI1_D13251g,516.0,516.0
2966,YALI0_D10659g,YALI1_D13298g,691.0,691.0
2967,YALI0_D10681g,YALI1_D13341g,1110.0,1110.0
2968,YALI0_D10703g,YALI1_D13368g,587.0,587.0
2969,YALI0_D10725g,YALI1_D13388g,182.0,182.0
2970,YALI0_D10747g,YALI1_D13403g,350.0,350.0
2971,YALI0_D10769g,YALI1_D13450g,659.0,659.0
2972,YALI0_D10791g,YALI1_D13496g,461.0,461.0
2973,YALI0_D10813g,YALI1_D13510g,633.0,633.0
2974,YALI0_D10835g,YALI1_D13545g,1599.0,1599.0
2975,YALI0_D10857g,YALI1_D13574g,1645.0,1645.0
2976,YALI0_D10879g,YALI1_D13611g,3796.0,3796.0
2977,YALI0_D10901g,YALI1_D13679g,451.0,451.0
2978,YALI0_D10923g,YALI1_D13686g,852.0,852.0
2979,YALI0_D10945g,YALI1_D13707g,538.0,538.0
2980,YALI0_D10989g,YALI1_D13788g,2850.0,2850.0
2981,YALI0_D11000g,YALI1_D13790g,632.0,632.0
2982,YALI0_D11022g,YALI1_D13816g,1892.0,1892.0
2983,YALI0_D11044g,YALI1_D13865g,1171.0,1171.0
2984,YALI0_D11066g,YALI1_D13871g,719.0,719.0
2985,YALI0_D11088g,YALI1_D13916g,2176.0,2176.0
2986,YALI0_D11110g,YALI1_D13963g,983.0,983.0
2987,YALI0_D11125g,YALI1_D13976g,212.0,212.0
2988,YALI0_D11132g,YALI1_D14004g,1473.0,1473.0
2989,YALI0_D11176g,YALI1_D14058g,2932.0,2932.0
2990,YALI0_D11198g,YALI1_D14097g,1517.0,1517.0
2991,YALI0_D11220g,YALI1_D14104g,1140.0,1140.0
2992,YALI0_D11242g,YALI1_D14125g,1492.0,1492.0
2993,YALI0_D11264g,YALI1_D14156g,450.0,450.0
2994,YALI0_D11286g,YALI1_D14180g,432.0,432.0
2995,YALI0_D11308g,YALI1_D14190g,545.0,545.0
2996,YALI0_D11330g,YALI1_D14199g,587.0,587.0
2997,YALI0_D11352g,YALI1_D14224g,898.0,898.0
2998,YALI0_D11374g,YALI1_D14260g,1333.0,1333.0
2999,YALI0_D11396g,YALI1_D14276g,417.0,417.0
3000,YALI0_D11418g,YALI1_D14300g,895.0,895.0
3001,YALI0_D11440g,YALI1_D14304g,615.0,615.0
3002,YALI0_D11462g,YALI1_D14329g,993.0,993.0
3003,YALI0_D11484g,YALI1_D14333g,351.0,351.0
3004,YALI0_D11506g,YALI1_D14391g,3585.0,3585.0
3005,YALI0_D11528g,YALI1_D14400g,706.0,706.0
3006,YALI0_D11572g,YALI1_D14424g,135.0,135.0
3007,YALI0_D11594g,YALI1_D14431g,764.0,764.0
3008,YALI0_D11616g,YALI1_D14453g,706.0,706.0
3009,YALI0_D11627g,YALI1_D14462g,393.0,393.0
3010,YALI0_D11638g,YALI1_D14477g,362.0,362.0
3011,YALI0_D11660g,YALI1_D14489g,690.0,690.0
3012,YALI0_D11682g,YALI1_D14500g,830.0,830.0
3013,YALI0_D11704g,YALI1_D14532g,1050.0,1050.0
3014,YALI0_D11726g,YALI1_D14560g,1076.0,1076.0
3015,YALI0_D11748g,YALI1_D14585g,524.0,524.0
3016,YALI0_D11770g,YALI1_D14609g,815.0,815.0
3017,YALI0_D11792g,YALI1_D14628g,919.0,919.0
3018,YALI0_D11814g,YALI1_D14639g,207.0,207.0
3019,YALI0_D11836g,YALI1_D14670g,857.0,857.0
3020,YALI0_D11858g,YALI1_D14695g,1125.0,1125.0
3021,YALI0_D11880g,YALI1_D14725g,4304.0,4304.0
3022,YALI0_D11924g,YALI1_D14805g,993.0,993.0
3023,YALI0_D11968g,YALI1_D14840g,896.0,896.0
3024,YALI0_D11990g,YALI1_D14866g,1544.0,1544.0
3025,YALI0_D12012g,YALI1_D14893g,1414.0,1414.0
3026,YALI0_D12056g,YALI1_D14915g,397.0,397.0
3027,YALI0_D12078g,YALI1_D14986g,798.0,798.0
3028,YALI0_D12100g,YALI1_D15030g,1040.0,1040.0
3029,YALI0_D12122g,YALI1_D15063g,222.0,222.0
3030,YALI0_D12144g,YALI1_D15114g,1778.0,1778.0
3031,YALI0_D12166g,YALI1_D15149g,1263.0,1263.0
3032,YALI0_D12188g,YALI1_D15181g,1943.0,1943.0
3033,YALI0_D12210g,YALI1_D15214g,2150.0,2150.0
3034,YALI0_D12232g,YALI1_D15245g,1091.0,1091.0
3035,YALI0_D12254g,YALI1_D15296g,206.0,206.0
3036,YALI0_D12276g,YALI1_D15304g,577.0,577.0
3037,YALI0_D12320g,YALI1_D15333g,764.0,764.0
3038,YALI0_D12342g,YALI1_D15362g,855.0,855.0
3039,YALI0_D12364g,YALI1_D15367g,1467.0,1467.0
3040,YALI0_D12386g,YALI1_D15398g,724.0,724.0
3041,YALI0_D12400g,YALI1_D15424g,857.0,857.0
3042,YALI0_D12408g,YALI1_D15458g,286.0,286.0
3043,YALI0_D12430g,YALI1_D15506g,1456.0,1456.0
3044,YALI0_D12452g,YALI1_D15523g,2204.0,2204.0
3045,YALI0_D12474g,YALI1_D15568g,635.0,635.0
3046,YALI0_D12496g,YALI1_D15597g,925.0,925.0
3047,YALI0_D12518g,YALI1_D15622g,1638.0,1638.0
3048,YALI0_D12540g,YALI1_D15692g,3004.0,3004.0
3049,YALI0_D12562g,YALI1_D15696g,2274.0,2274.0
3050,YALI0_D12584g,YALI1_D15734g,430.0,430.0
3051,YALI0_D12606g,YALI1_D15744g,877.0,877.0
3052,YALI0_D12628g,YALI1_D15792g,1926.0,1926.0
3053,YALI0_D12661g,YALI1_D15848g,786.0,786.0
3054,YALI0_D12683g,YALI1_D15865g,715.0,715.0
3055,YALI0_D12705g,YALI1_D15897g,1432.0,1432.0
3056,YALI0_D12727g,YALI1_D15902g,1282.0,1282.0
3057,YALI0_D12749g,YALI1_D15937g,1011.0,1011.0
3058,YALI0_D12771g,YALI1_D15952g,598.0,598.0
3059,YALI0_D12793g,YALI1_D15963g,178.0,178.0
3060,YALI0_D12815g,YALI1_D15965g,261.0,261.0
3061,YALI0_D12837g,YALI1_D15974g,485.0,485.0
3062,YALI0_D12859g,YALI1_D15983g,1028.0,1028.0
3063,YALI0_D12881g,YALI1_D16009g,672.0,672.0
3064,YALI0_D12903g,YALI1_D16029g,529.0,529.0
3065,YALI0_D12925g,YALI1_D16047g,1427.0,1427.0
3066,YALI0_D12947g,YALI1_D16086g,841.0,841.0
3067,YALI0_D12969g,YALI1_D16118g,1235.0,1235.0
3068,YALI0_D13024g,YALI1_D16151g,950.0,950.0
3069,YALI0_D13046g,YALI1_D16173g,671.0,671.0
3070,YALI0_D13068g,YALI1_D16206g,340.0,340.0
3071,YALI0_D13090g,YALI1_D16236g,588.0,588.0
3072,YALI0_D13104g,YALI1_D16249g,460.0,460.0
3073,YALI0_D13112g,YALI1_D16290g,522.0,522.0
3074,YALI0_D13134g,YALI1_D16314g,451.0,451.0
3075,YALI0_D13156g,YALI1_D16370g,1802.0,1802.0
3076,YALI0_D13178g,YALI1_D16431g,808.0,808.0
3077,YALI0_D13200g,YALI1_D16441g,283.0,283.0
3078,YALI0_D13266g,YALI1_D16531g,925.0,925.0
3079,YALI0_D13288g,YALI1_D16567g,419.0,419.0
3080,YALI0_D13442g,YALI1_D16609g,1004.0,1004.0
3081,YALI0_D13464g,YALI1_D16656g,1950.0,1950.0
3082,YALI0_D13486g,YALI1_D16672g,702.0,702.0
3083,YALI0_D13508g,YALI1_D16679g,444.0,444.0
3084,YALI0_D13530g,YALI1_D16709g,720.0,720.0
3085,YALI0_D13552g,YALI1_D16756g,1074.0,1074.0
3086,YALI0_D13574g,YALI1_D16783g,637.0,637.0
3087,YALI0_D13596g,YALI1_D16809g,746.0,746.0
3088,YALI0_D13618g,YALI1_D16843g,1921.0,1921.0
3089,YALI0_D13640g,YALI1_D16864g,1187.0,1187.0
3090,YALI0_D13662g,YALI1_D16891g,270.0,270.0
3091,YALI0_D13684g,YALI1_D16932g,2068.0,2068.0
3092,YALI0_D13706g,YALI1_D16981g,858.0,858.0
3093,YALI0_D13728g,YALI1_D17030g,270.0,270.0
3094,YALI0_D13750g,YALI1_D17051g,2099.0,2099.0
3095,YALI0_D13772g,YALI1_D17090g,944.0,944.0
3096,YALI0_D13794g,YALI1_D17108g,178.0,178.0
3097,YALI0_D13838g,YALI1_D17151g,584.0,584.0
3098,YALI0_D13860g,YALI1_D17181g,374.0,374.0
3099,YALI0_D13882g,YALI1_D17206g,330.0,330.0
3100,YALI0_D13904g,YALI1_D17249g,1645.0,1645.0
3101,YALI0_D13948g,YALI1_D17268g,878.0,878.0
3102,YALI0_D13970g,YALI1_D17299g,1035.0,1035.0
3103,YALI0_D13992g,YALI1_D17336g,1880.0,1880.0
3104,YALI0_D14058g,YALI1_D17355g,543.0,543.0
3105,YALI0_D14080g,YALI1_D17370g,987.0,987.0
3106,YALI0_D14102g,YALI1_D17410g,324.0,324.0
3107,YALI0_D14300g,YALI1_D17462g,786.0,786.0
3108,YALI0_D14322g,YALI1_D17482g,479.0,479.0
3109,YALI0_D14344g,YALI1_D17493g,630.0,630.0
3110,YALI0_D14366g,YALI1_D17507g,766.0,766.0
3111,YALI0_D14388g,YALI1_D17524g,849.0,849.0
3112,YALI0_D14410g,YALI1_D17564g,1115.0,1115.0
3113,YALI0_D14454g,YALI1_D17593g,679.0,679.0
3114,YALI0_D14476g,YALI1_D17620g,1668.0,1668.0
3115,YALI0_D14498g,YALI1_D17666g,1179.0,1179.0
3116,YALI0_D14520g,YALI1_D17710g,871.0,871.0
3117,YALI0_D14542g,YALI1_D17770g,1174.0,1174.0
3118,YALI0_D14564g,YALI1_D17795g,477.0,477.0
3119,YALI0_D14586g,YALI1_D17829g,221.0,221.0
3120,YALI0_D14608g,YALI1_D17854g,448.0,448.0
3121,YALI0_D14630g,YALI1_D17885g,422.0,422.0
3122,YALI0_D14652g,YALI1_D17899g,2056.0,2056.0
3123,YALI0_D14674g,YALI1_D17930g,659.0,659.0
3124,YALI0_D14740g,YALI1_D17970g,1644.0,1644.0
3125,YALI0_D14762g,YALI1_D17983g,870.0,870.0
3126,YALI0_D14784g,YALI1_D18014g,1050.0,1050.0
3127,YALI0_D14850g,YALI1_D18037g,218.0,218.0
3128,YALI0_D14872g,YALI1_D18089g,1357.0,1357.0
3129,YALI0_D14894g,YALI1_D18130g,677.0,677.0
3130,YALI0_D14916g,YALI1_D18167g,1644.0,1644.0
3131,YALI0_D14982g,YALI1_D18190g,399.0,399.0
3132,YALI0_D15004g,YALI1_D18198g,2261.0,2261.0
3133,YALI0_D15026g,YALI1_D18251g,1232.0,1232.0
3134,YALI0_D15048g,YALI1_D18274g,1537.0,1537.0
3135,YALI0_D15070g,YALI1_D18373g,437.0,437.0
3136,YALI0_D15092g,YALI1_D18383g,241.0,241.0
3137,YALI0_D15114g,YALI1_D18408g,1214.0,1214.0
3138,YALI0_D15136g,YALI1_D18442g,375.0,375.0
3139,YALI0_D15158g,YALI1_D18475g,1414.0,1414.0
3140,YALI0_D15180g,YALI1_D18495g,316.0,316.0
3141,YALI0_D15246g,YALI1_D18555g,2629.0,2629.0
3142,YALI0_D15268g,YALI1_D18577g,1539.0,1539.0
3143,YALI0_D15304g,YALI1_D18646g,1458.0,1458.0
3144,YALI0_D15304g,YALI1_D18646g,1458.0,53.1
3145,YALI0_D15304g,YALI1_D18646g,76.6,1458.0
3146,YALI0_D15304g,YALI1_D18646g,76.6,53.1
3147,YALI0_D15312g,YALI1_D18673g,305.0,305.0
3148,YALI0_D15334g,YALI1_D18727g,1774.0,1774.0
3149,YALI0_D15356g,YALI1_D18770g,2219.0,2219.0
3150,YALI0_D15378g,YALI1_D18833g,1238.0,1238.0
3151,YALI0_D15400g,YALI1_D18845g,806.0,806.0
3152,YALI0_D15422g,YALI1_D18890g,1090.0,1090.0
3153,YALI0_D15444g,YALI1_D18943g,2040.0,2040.0
3154,YALI0_D15466g,YALI1_D18982g,227.0,227.0
3155,YALI0_D15488g,YALI1_D19008g,1079.0,1079.0
3156,YALI0_D15510g,YALI1_D19018g,551.0,551.0
3157,YALI0_D15532g,YALI1_D19039g,804.0,804.0
3158,YALI0_D15554g,YALI1_D19058g,1337.0,1337.0
3159,YALI0_D15576g,YALI1_D19087g,456.0,456.0
3160,YALI0_D15598g,YALI1_D19108g,1350.0,1350.0
3161,YALI0_D15620g,YALI1_D19110g,915.0,915.0
3162,YALI0_D15642g,YALI1_D19134g,2092.0,2092.0
3163,YALI0_D15664g,YALI1_D19187g,706.0,706.0
3164,YALI0_D15686g,YALI1_D19228g,497.0,497.0
3165,YALI0_D15708g,YALI1_D19252g,867.0,867.0
3166,YALI0_D15752g,YALI1_D19306g,608.0,612.0
3167,YALI0_D15774g,YALI1_D19321g,997.0,997.0
3168,YALI0_D15796g,YALI1_D19338g,525.0,525.0
3169,YALI0_D15818g,YALI1_D19354g,344.0,344.0
3170,YALI0_D15840g,YALI1_D19365g,2177.0,2177.0
3171,YALI0_D15862g,YALI1_D19515g,1363.0,1363.0
3172,YALI0_D15906g,YALI1_D19623g,673.0,673.0
3173,YALI0_D15928g,YALI1_D19721g,949.0,949.0
3174,YALI0_D15972g,YALI1_D19775g,1261.0,1261.0
3175,YALI0_D16137g,YALI1_D19951g,1127.0,1127.0
3176,YALI0_D16159g,YALI1_D19971g,167.0,167.0
3177,YALI0_D16181g,YALI1_D19980g,259.0,259.0
3178,YALI0_D16203g,YALI1_D20007g,1326.0,1326.0
3179,YALI0_D16225g,YALI1_D20018g,1335.0,1335.0
3180,YALI0_D16247g,YALI1_D20050g,758.0,758.0
3181,YALI0_D16269g,YALI1_D20061g,640.0,640.0
3182,YALI0_D16291g,YALI1_D20118g,2098.0,2098.0
3183,YALI0_D16313g,YALI1_D20164g,2427.0,2427.0
3184,YALI0_D16335g,YALI1_D20202g,2414.0,2414.0
3185,YALI0_D16357g,YALI1_D20222g,1969.0,1969.0
3186,YALI0_D16379g,YALI1_D20257g,1694.0,1694.0
3187,YALI0_D16401g,YALI1_D20304g,405.0,405.0
3188,YALI0_D16423g,YALI1_D20329g,728.0,728.0
3189,YALI0_D16445g,YALI1_D20359g,582.0,582.0
3190,YALI0_D16467g,YALI1_D20381g,435.0,435.0
3191,YALI0_D16489g,YALI1_D20413g,678.0,678.0
3192,YALI0_D16599g,YALI1_D20457g,249.0,249.0
3193,YALI0_D16643g,YALI1_D20473g,1015.0,1015.0
3194,YALI0_D16687g,YALI1_D20651g,845.0,845.0
3195,YALI0_D16709g,YALI1_D20662g,239.0,239.0
3196,YALI0_D16753g,YALI1_D20676g,662.0,662.0
3197,YALI0_D16775g,YALI1_D20695g,625.0,625.0
3198,YALI0_D16797g,YALI1_D20706g,476.0,476.0
3199,YALI0_D16819g,YALI1_D20719g,710.0,710.0
3200,YALI0_D16841g,YALI1_D20758g,1988.0,1988.0
3201,YALI0_D16863g,YALI1_D20768g,697.0,697.0
3202,YALI0_D16885g,YALI1_D20840g,3162.0,3162.0
3203,YALI0_D16907g,YALI1_D20844g,1258.0,1258.0
3204,YALI0_D16929g,YALI1_D20885g,1254.0,1254.0
3205,YALI0_D16940g,YALI1_D20886g,497.0,497.0
3206,YALI0_D16962g,YALI1_D20904g,624.0,624.0
3207,YALI0_D16984g,YALI1_D20931g,1620.0,1620.0
3208,YALI0_D17006g,YALI1_D20954g,686.0,686.0
3209,YALI0_D17028g,YALI1_D20985g,1102.0,1102.0
3210,YALI0_D17050g,YALI1_D21022g,680.0,680.0
3211,YALI0_D17072g,YALI1_D21023g,309.0,309.0
3212,YALI0_D17086g,YALI1_D21031g,232.0,232.0
3213,YALI0_D17094g,YALI1_D21044g,557.0,557.0
3214,YALI0_D17116g,YALI1_D21076g,1035.0,1035.0
3215,YALI0_D17138g,YALI1_D21100g,778.0,778.0
3216,YALI0_D17160g,YALI1_D21120g,1201.0,1201.0
3217,YALI0_D17182g,YALI1_D21145g,434.0,434.0
3218,YALI0_D17204g,YALI1_D21167g,827.0,827.0
3219,YALI0_D17226g,YALI1_D21173g,229.0,229.0
3220,YALI0_D17270g,YALI1_D21228g,796.0,796.0
3221,YALI0_D17292g,YALI1_D21256g,206.0,206.0
3222,YALI0_D17314g,YALI1_D21327g,1291.0,1291.0
3223,YALI0_D17380g,YALI1_D21385g,238.0,238.0
3224,YALI0_D17402g,YALI1_D21408g,1143.0,1143.0
3225,YALI0_D17424g,YALI1_D21424g,1304.0,1304.0
3226,YALI0_D17446g,YALI1_D21458g,751.0,751.0
3227,YALI0_D17468g,YALI1_D21464g,534.0,534.0
3228,YALI0_D17512g,YALI1_D21501g,697.0,697.0
3229,YALI0_D17534g,YALI1_D21511g,1381.0,1381.0
3230,YALI0_D17556g,YALI1_D21543g,696.0,696.0
3231,YALI0_D17600g,YALI1_D21565g,754.0,754.0
3232,YALI0_D17622g,YALI1_D21586g,775.0,775.0
3233,YALI0_D17644g,YALI1_D21599g,258.0,258.0
3234,YALI0_D17666g,YALI1_D21610g,797.0,797.0
3235,YALI0_D17688g,YALI1_D21631g,1053.0,1053.0
3236,YALI0_D17710g,YALI1_D21667g,1060.0,1060.0
3237,YALI0_D17732g,YALI1_D21702g,5151.0,5151.0
3238,YALI0_D17754g,YALI1_D21830g,1295.0,1295.0
3239,YALI0_D17776g,YALI1_D21847g,806.0,806.0
3240,YALI0_D17798g,YALI1_D21986g,439.0,439.0
3241,YALI0_D17820g,YALI1_D22053g,1642.0,1642.0
3242,YALI0_D17842g,YALI1_D22083g,1013.0,1013.0
3243,YALI0_D17864g,YALI1_D22124g,1416.0,1416.0
3244,YALI0_D17886g,YALI1_D22157g,2629.0,2629.0
3245,YALI0_D17930g,YALI1_D22237g,774.0,774.0
3246,YALI0_D17952g,YALI1_D22247g,521.0,521.0
3247,YALI0_D17974g,YALI1_D22274g,1096.0,1096.0
